Tokyo,35.6897,139.6922,Japan,JP,JPN,37977000
Delhi,28.66,77.23,India,IN,IND,29617000
Mumbai,18.9667,72.8333,India,IN,IND,23355000
Manila,14.5958,120.9772,Philippines,PH,PHL,23088000
Shanghai,31.1667,121.4667,China,CN,CHN,22120000
Seoul,37.5833,127,Korea," South",KR,KOR,21794000
Guangzhou,23.1288,113.259,China,CN,CHN,20902000
Beijing,39.905,116.3914,China,CN,CHN,19433000
Cairo,30.0561,31.2394,Egypt,EG,EGY,19372000
Kolkata,22.5411,88.3378,India,IN,IND,17560000
Moscow,55.7558,37.6178,Russia,RU,RUS,17125000
Bangkok,13.75,100.5167,Thailand,TH,THA,17066000
Shenzhen,22.535,114.054,China,CN,CHN,15929000
Dhaka,23.7161,90.3961,Bangladesh,BD,BGD,15443000
Istanbul,41.01,28.9603,Turkey,TR,TUR,15154000
Osaka,34.6936,135.5019,Japan,JP,JPN,14977000
Karachi,24.86,67.01,Pakistan,PK,PAK,14835000
Bangalore,12.9699,77.598,India,IN,IND,13707000
Tehran,35.7,51.4167,Iran,IR,IRN,13633000
"Ho Chi Minh City",10.8167,106.6333,Vietnam,VN,VNM,13312000
Nanyang,32.9987,112.5292,China,CN,CHN,12010000
Chennai,13.0825,80.275,India,IN,IND,11324000
Chengdu,30.6636,104.0667,China,CN,CHN,11309000
Lahore,31.5497,74.3436,Pakistan,PK,PAK,11021000
Linyi,35.0606,118.3425,China,CN,CHN,10820000
Tianjin,39.1467,117.2056,China,CN,CHN,10800000
Shijiazhuang,38.0422,114.5086,China,CN,CHN,10784600
Baoding,38.8671,115.4845,China,CN,CHN,10700000
Zhoukou,33.625,114.6418,China,CN,CHN,9901000
Hyderabad,17.3667,78.4667,India,IN,IND,9746000
Weifang,36.7167,119.1,China,CN,CHN,9373000
Nagoya,35.1167,136.9333,Japan,JP,JPN,9113000
Wuhan,30.5872,114.2881,China,CN,CHN,8962000
Heze,35.2333,115.4333,China,CN,CHN,8750000
Ganzhou,25.8292,114.9336,China,CN,CHN,8677600
Tongshan,34.261,117.1859,China,CN,CHN,8669000
Handan,36.6116,114.4894,China,CN,CHN,8499000
Fuyang,32.8986,115.8045,China,CN,CHN,8360000
"Kuala Lumpur",3.1478,101.6953,Malaysia,MY,MYS,8285000
Jining,35.4,116.5667,China,CN,CHN,8023000
Dongguan,23.0475,113.7493,China,CN,CHN,7981000
Hanoi,21.0245,105.8412,Vietnam,VN,VNM,7785000
Pune,18.5196,73.8553,India,IN,IND,7764000
Chongqing,29.55,106.5069,China,CN,CHN,7739000
Changchun,43.9,125.2,China,CN,CHN,7674439
Zhumadian,32.9773,114.0253,China,CN,CHN,7640000
Ningbo,29.875,121.5492,China,CN,CHN,7639000
Nanjing,32.05,118.7667,China,CN,CHN,7496000
Hefei,31.8639,117.2808,China,CN,CHN,7457027
Ahmadabad,23.03,72.58,India,IN,IND,7410000
"Hong Kong",22.305,114.185,"Hong Kong",HK,HKG,7347000
Khartoum,15.6031,32.5265,Sudan,SD,SDN,7282000
Nantong,31.9829,120.8873,China,CN,CHN,7282835
Yancheng,33.3936,120.1339,China,CN,CHN,7260240
Foshan,23.0292,113.1056,China,CN,CHN,7194311
Nanning,22.8192,108.315,China,CN,CHN,7153300
Hengyang,26.8968,112.5857,China,CN,CHN,7148344
Xi'an,34.2667,108.9,China,CN,CHN,7135000
Shenyang,41.8039,123.4258,China,CN,CHN,7105000
