"Mexico City",19.4333,-99.1333,Mexico,MX,MEX,20996000
"New York",40.6943,-73.9249,"United States",US,USA,18713220
"Los Angeles",34.1139,-118.4068,"United States",US,USA,12750807
Chicago,41.8373,-87.6862,"United States",US,USA,8604203
Miami,25.7839,-80.2102,"United States",US,USA,6445545
Dallas,32.7936,-96.7662,"United States",US,USA,5743938
Philadelphia,40.0077,-75.1339,"United States",US,USA,5649300
Houston,29.7863,-95.3889,"United States",US,USA,5464251
Atlanta,33.7627,-84.4224,"United States",US,USA,5449398
Toronto,43.7417,-79.3733,Canada,CA,CAN,5429524
Washington,38.9047,-77.0163,"United States",US,USA,5379184
Guadalajara,20.6767,-103.3475,Mexico,MX,MEX,5253000
Boston,42.3188,-71.0846,"United States",US,USA,4688346
Monterrey,25.6667,-100.3,Mexico,MX,MEX,4295000
Phoenix,33.5722,-112.0891,"United States",US,USA,4219697
Seattle,47.6211,-122.3244,"United States",US,USA,3789215
"San Francisco",37.7562,-122.443,"United States",US,USA,3592294
Montreal,45.5089,-73.5617,Canada,CA,CAN,3519595
Detroit,42.3834,-83.1024,"United States",US,USA,3506126
"San Diego",32.8312,-117.1225,"United States",US,USA,3220118
Minneapolis,44.9635,-93.2678,"United States",US,USA,2977172
Tampa,27.9942,-82.4451,"United States",US,USA,2908063
Denver,39.7621,-104.8759,"United States",US,USA,2876625
"Santo Domingo",18.4764,-69.8933,"Dominican Republic",DO,DOM,2581827
Brooklyn,40.6501,-73.9496,"United States",US,USA,2559903
"Guatemala City",14.6099,-90.5252,Guatemala,GT,GTM,2450212
Tijuana,32.525,-117.0333,Mexico,MX,MEX,2384609
Vancouver,49.25,-123.1,Canada,CA,CAN,2264823
Queens,40.7498,-73.7976,"United States",US,USA,2230722
Havana,23.1367,-82.3589,Cuba,CU,CUB,2141652
Riverside,33.9381,-117.3948,"United States",US,USA,2107852
Baltimore,39.3051,-76.6144,"United States",US,USA,2106068
"Las Vegas",36.2333,-115.2654,"United States",US,USA,2104198
Portland,45.5372,-122.65,"United States",US,USA,2074775
"San Antonio",29.4658,-98.5253,"United States",US,USA,2049293
"St. Louis",38.6358,-90.2451,"United States",US,USA,2024074
Caracas,10.5,-66.9333,Venezuela,VE,VEN,1943901
Sacramento,38.5667,-121.4683,"United States",US,USA,1898019
Orlando,28.4772,-81.3369,"United States",US,USA,1822394
Barranquilla,10.96,-74.8,Colombia,CO,COL,1798000
"San Jose",37.3019,-121.8486,"United States",US,USA,1798103
Cleveland,41.4767,-81.6804,"United States",US,USA,1710093
Pittsburgh,40.4396,-79.9762,"United States",US,USA,1703266
Austin,30.3004,-97.7522,"United States",US,USA,1687311
Ecatepec,19.6097,-99.06,Mexico,MX,MEX,1656107
Cincinnati,39.1413,-84.5061,"United States",US,USA,1662691
"Kansas City",39.1239,-94.5541,"United States",US,USA,1636715
Manhattan,40.7834,-73.9662,"United States",US,USA,1628706
Indianapolis,39.7771,-86.1458,"United States",US,USA,1588961
Puebla,19.0333,-98.1833,Mexico,MX,MEX,1576259
Columbus,39.9862,-82.985,"United States",US,USA,1562009
Santiago,19.5,-70.67,"Dominican Republic",DO,DOM,1550753
Maracaibo,10.6333,-71.6333,Venezuela,VE,VEN,1551539
Charlotte,35.208,-80.8304,"United States",US,USA,1512923
Valencia,10.1667,-68,Venezuela,VE,VEN,1484430
"Virginia Beach",36.7335,-76.0435,"United States",US,USA,1478868
"Leon de los Aldama",21.1167,-101.6833,Mexico,MX,MEX,1454793
Bronx,40.8501,-73.8662,"United States",US,USA,1418207
Milwaukee,43.0642,-87.9673,"United States",US,USA,1365787
Juarez,31.7386,-106.487,Mexico,MX,MEX,1321004
Comayaguela,14.0833,-87.2167,Honduras,HN,HND,1250000
Calgary,51.05,-114.0667,Canada,CA,CAN,1239220
Providence,41.823,-71.4187,"United States",US,USA,1203230
Jacksonville,30.3322,-81.6749,"United States",US,USA,1181496
Zapopan,20.7167,-103.4,Mexico,MX,MEX,1155790
Tegucigalpa,14.0942,-87.2067,Honduras,HN,HND,1126534
"Ciudad Nezahualcoyotl",19.41,-99.03,Mexico,MX,MEX,1109363
Nezahualcoyotl,19.4,-98.9889,Mexico,MX,MEX,1110565
Mexicali,32.6633,-115.4678,Mexico,MX,MEX,1102342
"Salt Lake City",40.7777,-111.9306,"United States",US,USA,1098526
Nashville,36.1715,-86.7843,"United States",US,USA,1081903
Richmond,37.5295,-77.4756,"United States",US,USA,1075798
"San Pedro Sula",15.5,-88.0333,Honduras,HN,HND,1073824
Memphis,35.1046,-89.9773,"United States",US,USA,1066967
Edmonton,53.5344,-113.4903,Canada,CA,CAN,1062643
Barquisimeto,10.0678,-69.3467,Venezuela,VE,VEN,1059092
Raleigh,35.8325,-78.6435,"United States",US,USA,1038738
Cartagena,10.4236,-75.5253,Colombia,CO,COL,1036412
Managua,12.15,-86.2667,Nicaragua,NI,NIC,1028808
"New Orleans",30.0687,-89.9288,"United States",US,USA,1020886
Port-au-Prince,18.5425,-72.3386,Haiti,HT,HTI,987310
Louisville,38.1663,-85.6485,"United States",US,USA,1005654
Ottawa,45.4247,-75.695,Canada,CA,CAN,989567
"Panama City",9,-79.5,Panama,PA,PAN,880691
Winnipeg,49.8844,-97.1464,Canada,CA,CAN,705244
"Quebec City",46.8139,-71.2081,Canada,CA,CAN,705103
Kingston,17.9714,-76.7931,Jamaica,JM,JAM,580000
"San Salvador",13.6989,-89.1914,"El Salvador",SV,SLV,567698
Kitchener,43.4186,-80.4728,Canada,CA,CAN,470015
Halifax,44.6475,-63.5906,Canada,CA,CAN,403131
Victoria,48.4283,-123.3647,Canada,CA,CAN,335696
"San Jose",9.9333,-84.0833,"Costa Rica",CR,CRI,288054
Nassau,25.0667,-77.3333,Bahamas," The",BS,BHS,274400
Bridgetown,13.0975,-59.6167,Barbados,BB,BRB,110000
Castries,14.0167,-60.9833,"Saint Lucia",LC,LCA,70000
"Port of Spain",10.6667,-61.5167,"Trinidad And Tobago",TT,TTO,37074
Kingstown,13.1667,-61.2333,"Saint Vincent And The Grenadines",VC,VCT,25418
"Saint John's",17.1211,-61.8447,"Antigua And Barbuda",AG,ATG,21926
Belmopan,17.25,-88.7675,Belize,BZ,BLZ,17222
Roseau,15.3,-61.3833,Dominica,DM,DMA,16582
Basseterre,17.2983,-62.7342,"Saint Kitts And Nevis",KN,KNA,13220
"Saint George's",12.0444,-61.7417,Grenada,GD,GRD,4315
"Oklahoma City",35.4676,-97.5136,"United States",US,USA,972943
Aguascalientes,21.876,-102.296,Mexico,MX,MEX,934424
Bridgeport,41.1918,-73.1953,"United States",US,USA,924449
Buffalo,42.9016,-78.8487,"United States",US,USA,914341
"Fort Worth",32.7811,-97.3473,"United States",US,USA,909585
Hartford,41.7661,-72.6834,"United States",US,USA,905152
Merida,20.97,-89.62,Mexico,MX,MEX,892363
Tucson,32.1545,-110.8782,"United States",US,USA,888486
Chihuahua,28.6353,-106.0889,Mexico,MX,MEX,878062
Barinas,8.6333,-70.2167,Venezuela,VE,VEN,873962
Omaha,41.2627,-96.0522,"United States",US,USA,847819
"El Paso",31.8479,-106.4309,"United States",US,USA,843386
"Naucalpan de Juarez",19.4753,-99.2378,Mexico,MX,MEX,833779
"San Luis Potosi",22.1511,-100.9761,Mexico,MX,MEX,824229
Toluca,19.2925,-99.6569,Mexico,MX,MEX,819561
Honolulu,21.3294,-157.846,"United States",US,USA,820987
Queretaro,20.5875,-100.3928,Mexico,MX,MEX,804663
Hermosillo,29.0989,-110.9542,Mexico,MX,MEX,812229
Saltillo,25.4333,-101,Mexico,MX,MEX,807537
McAllen,26.2273,-98.2471,"United States",US,USA,804114
Morelia,19.7683,-101.1894,Mexico,MX,MEX,784776
Culiacan,24.8069,-107.3939,Mexico,MX,MEX,785800
Hempstead,40.6629,-73.6089,"United States",US,USA,768057
Albuquerque,35.1053,-106.6464,"United States",US,USA,761195
Tlalnepantla,19.5367,-99.1947,Mexico,MX,MEX,750224
"Ciudad Guayana",8.3596,-62.6517,Venezuela,VE,VEN,751331
Cucuta,7.9075,-72.5047,Colombia,CO,COL,750000
"San Cristobal",7.7682,-72.2322,Venezuela,VE,VEN,743924
Cancun,21.1606,-86.8475,Mexico,MX,MEX,743626
Birmingham,33.5277,-86.7987,"United States",US,USA,739573
Reynosa,26.0922,-98.2778,Mexico,MX,MEX,725793
Sarasota,27.3386,-82.5431,"United States",US,USA,722243
Mississauga,43.6,-79.65,Canada,CA,CAN,721599
Dayton,39.7797,-84.1998,"United States",US,USA,718353
Soledad,10.92,-74.77,Colombia,CO,COL,698852
Rochester,43.168,-77.6162,"United States",US,USA,703952
